year,country,wave_pgf,wave_lp,wave_gdp
1928,USA,0.017646,0.027928,0.008882
1929,USA,0.017939,0.027732,0.0097
1930,USA,0.018786,0.027904,0.011323
1931,USA,0.020237,0.028412,0.014009
1932,USA,0.02223,0.029164,0.017803
1933,USA,0.02466,0.030098,0.02258
1934,USA,0.027336,0.031158,0.027908
1935,USA,0.02996,0.032163,0.033278
1936,USA,0.0324,0.033087,0.038322
1937,USA,0.034518,0.033845,0.042773
1938,USA,0.036215,0.034331,0.046527
1939,USA,0.037414,0.034465,0.049487
1940,USA,0.038137,0.034399,0.051379
1941,USA,0.038314,0.034138,0.051977
1942,USA,0.037874,0.033662,0.051106
1943,USA,0.03683,0.032977,0.048822
1944,USA,0.035304,0.032148,0.04543
1945,USA,0.033425,0.031161,0.041445
1946,USA,0.031498,0.030228,0.037424
1947,USA,0.029804,0.029565,0.033801
1948,USA,0.02835,0.029125,0.030686
1949,USA,0.027062,0.028796,0.028057
1950,USA,0.025897,0.028514,0.025881
1951,USA,0.024758,0.028182,0.024022
1952,USA,0.023655,0.02782,0.022431
1953,USA,0.022629,0.027457,0.021134
1954,USA,0.021716,0.027123,0.020159
1955,USA,0.02096,0.026853,0.019553
1956,USA,0.020366,0.02666,0.019274
1957,USA,0.019958,0.026569,0.019348
1958,USA,0.01971,0.026541,0.019768
1959,USA,0.01959,0.026547,0.020495
1960,USA,0.019532,0.026552,0.021402
1961,USA,0.019505,0.026539,0.022425
1962,USA,0.019453,0.026464,0.023466
1963,USA,0.019319,0.026288,0.024401
1964,USA,0.019074,0.025997,0.02515
1965,USA,0.018685,0.025562,0.02564
1966,USA,0.018141,0.024969,0.025834
1967,USA,0.017456,0.024219,0.025748
1968,USA,0.016683,0.023353,0.025454
1969,USA,0.01586,0.022403,0.025003
1970,USA,0.015041,0.021419,0.024476
1971,USA,0.014253,0.020418,0.023943
1972,USA,0.013482,0.019394,0.023407
1973,USA,0.012741,0.018372,0.022864
1974,USA,0.012058,0.017387,0.022346
1975,USA,0.01148,0.016486,0.021929
1976,USA,0.010993,0.015662,0.02162
1977,USA,0.010582,0.014932,0.021354
1978,USA,0.010259,0.014326,0.021115
1979,USA,0.010045,0.01387,0.020911
1980,USA,0.009966,0.013575,0.020801
1981,USA,0.010031,0.013433,0.020839
1982,USA,0.010212,0.013409,0.021011
1983,USA,0.010488,0.013489,0.021291
1984,USA,0.01079,0.013624,0.021558
1985,USA,0.011078,0.013795,0.02172
1986,USA,0.011349,0.013995,0.021766
1987,USA,0.011611,0.014229,0.02171
1988,USA,0.011883,0.014515,0.021572
1989,USA,0.012173,0.014862,0.021377
1990,USA,0.012489,0.015269,0.021174
1991,USA,0.012833,0.015726,0.021023
1992,USA,0.013199,0.016224,0.020955
1993,USA,0.013562,0.016751,0.020933
1994,USA,0.013926,0.017331,0.020919
1995,USA,0.014275,0.01796,0.020861
1996,USA,0.014592,0.018618,0.020725
1997,USA,0.014836,0.019254,0.020459
1998,USA,0.01498,0.019829,0.020026
1999,USA,0.014997,0.020293,0.019408
2000,USA,0.014874,0.020602,0.018616
2001,USA,0.014618,0.020733,0.017692
2002,USA,0.014247,0.020674,0.0167
2003,USA,0.013767,0.020415,0.015669
2004,USA,0.013182,0.019963,0.014607
2005,USA,0.012513,0.019341,0.01353
2006,USA,0.011796,0.018588,0.012482
2007,USA,0.011072,0.017743,0.011531
2008,USA,0.010371,0.016828,0.010754
2009,USA,0.009714,0.015858,0.01023
2010,USA,0.009101,0.014839,0.009996
2011,USA,0.008529,0.013811,0.010003
2012,USA,0.008023,0.012836,0.010215
2013,USA,0.007589,0.011947,0.010595
2014,USA,0.007232,0.011164,0.011113
2015,USA,0.006944,0.010486,0.01174
2016,USA,0.006713,0.009901,0.012454
2017,USA,0.006527,0.009387,0.013249
2018,USA,0.006362,0.008905,0.01411
2019,USA,0.006194,0.008419,0.015028
2020,USA,0.00601,0.007895,0.016012
2021,USA,0.005802,0.007308,0.017076
2022,USA,0.005567,0.006686,0.018138
