year,country,nouveaute_count,influence_count,rupture_count,total_patents,nouveaute_share,influence_share,rupture_share,population,nouveaute_per_million,influence_per_million,rupture_per_million
1984,SI,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1932154,0.0,0.0,0.0
1984,SM,0.0,0.0,0.0,6.0,0.0,0.0,0.0,22346,0.0,0.0,0.0
1985,AT,6.0,89.7,0.0,3273.9302041869378,0.008119995488891394,0.03959578124261009,0.0,7564985,0.7931278118859456,11.857260787694887,0.0
1985,BE,15.25,10.0,9.0,2924.171428571429,0.02063832186759896,0.004414245400513945,0.01508169250104734,9858308,1.546918599013137,1.014372851811893,0.9129355666307039
1985,BG,0.0,6.0,0.0,120.0,0.0,0.0026485472403083667,0.0,8960547,0.0,0.6696019785399262,0.0
1985,CH,17.0,221.56190476190477,0.5,11891.745925642985,0.023006653885192282,0.09780286190243469,0.0008378718056137411,6470365,2.627363371309037,34.2425666499347,0.07727539327379522
1985,CY,0.0,0.0,0.0,0.25,0.0,0.0,0.0,731277,0.0,0.0,0.0
1985,DE,44.0,1525.5059523809523,36.0,59559.4992219256,0.05954663358520356,0.6733957633754264,0.06032677000418936,77684873,0.5663908339014727,19.637104283879726,0.4634106822830231
1985,DK,43.5,14.5,6.0,1232.2380952380952,0.05886996729446261,0.00640065583074522,0.010054461667364893,5113691,8.506575778630348,2.835525259543449,1.1733207970524617
1985,ES,0.0,3.0,0.0,512.4772727272727,0.0,0.0013242736201541834,0.0,38469512,0.0,0.07798383301560986,0.0
1985,FI,9.666666666666666,5.0,12.0,893.4880952380952,0.013082214954325024,0.0022071227002569724,0.020108923334729786,4902206,1.9719013576064872,1.019948978072321,2.4478775473735706
1985,FR,71.5,151.0,19.0,19327.013492063492,0.09676327957595578,0.06665510554776057,0.031839128613322165,56665619,1.261788034116419,2.6647551489731365,0.33530031675820926
1985,GB,189.75,72.75,237.25,21199.452344877343,0.25679485733619034,0.03211363528873895,0.39757017176372017,56550268,3.3554217638721004,1.28646605176124,4.1953824162248
1985,GR,0.0,0.0,0.0,36.25,0.0,0.0,0.0,9934300,0.0,0.0,0.0
1985,HU,4.0,18.0,0.0,684.5,0.005413330325927596,0.0079456417209251,0.0,10648713,0.37563224776552806,1.6903451149448763,0.0
1985,IE,0.0,0.0,0.0,275.9166666666667,0.0,0.0,0.0,3538082,0.0,0.0,0.0
1985,IS,0.0,0.0,0.0,6.5,0.0,0.0,0.0,241405,0.0,0.0,0.0
1985,IT,114.0,32.5,84.0,7792.726190476191,0.1542799142889365,0.01434629755167032,0.14076246334310852,56593071,2.0143808771218654,0.5742752500566721,1.4842806463003217
1985,LI,0.0,37.0,0.0,262.8404761904762,0.0,0.016332707981901597,0.0,26878,0.0,1376.5905201279857,0.0
1985,LU,0.0,1.0,0.0,244.86666666666667,0.0,0.0004414245400513945,0.0,366706,0.0,2.726980196669812,0.0
1985,LV,0.0,0.0,0.0,0.4999999999999992,0.0,0.0,0.0,2578873,0.0,0.0,0.0
1985,MC,0.0,0.0,0.0,22.875000000000004,0.0,0.0,0.0,28731,0.0,0.0,0.0
1985,NL,76.25,14.208333333333332,142.75,8362.739147633976,0.1031916093379948,0.006271907006563562,0.23921240050272308,14491632,5.2616572101748105,0.9804508790544317,9.850512350851858
1985,NO,0.0,10.0,0.0,659.4833333333333,0.0,0.004414245400513945,0.0,4152516,0.0,2.4081785596973013,0.0
1985,PL,0.0,1.0,0.0,79.41666666666667,0.0,0.0004414245400513945,0.0,37201885,0.0,0.026880358347433204,0.0
1985,PT,0.0,0.0,0.0,25.166666666666664,0.0,0.0,0.0,10023613,0.0,0.0,0.0
1985,RO,0.0,0.0,0.0,10.0,0.0,0.0,0.0,22732999,0.0,0.0,0.0
1985,SE,148.0,52.666666666666664,50.25,5553.113095238095,0.20029322205932107,0.02324835910937344,0.08420611646418098,8350386,17.723731573606297,6.307093668085123,6.017685889011598
1985,SI,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1941641,0.0,0.0,0.0
1986,AT,12.0,99.0,0.0,3924.3414285714284,0.01829849418641591,0.046869452006154576,0.0,7569794,1.5852478944605362,13.078295129299423,0.0
1986,BE,5.0,10.5,4.0,2627.3844239094237,0.007624372577673296,0.004971002485501243,0.009339975093399752,9861823,0.5070056519976074,1.0647118691949755,0.4056045215980859
1986,BG,0.0,0.0,0.0,81.88771929824561,0.0,0.0,0.0,8958171,0.0,0.0,0.0
1986,CH,21.5,144.20714285714286,13.0,10957.90238095238,0.032784802083995174,0.06827181576856095,0.03035491905354919,6504124,3.30559503478101,22.171647228303588,1.9987318814954942
1986,CY,0.0,0.0,0.0,4.25,0.0,0.0,0.0,743105,0.0,0.0,0.0
1986,DE,16.0,1435.2261904761906,10.0,65238.70437743136,0.02439799224855455,0.6794774247727261,0.023349937733499377,77720436,0.20586606076167663,18.46652263345757,0.12866628797604787
1986,DK,35.625,36.666666666666664,4.0,1370.555248917749,0.054323654615922236,0.017359056298575766,0.009339975093399752,5120534,6.95728218970912,7.1607114935017835,0.7811685265638311
1986,ES,3.0,1.0,0.0,618.0833333333334,0.004574623546603977,0.0004734288081429755,0.0,38584624,0.07775117881153902,0.02591705960384634,0.0
1986,FI,15.0,14.0,0.0,998.0333333333333,0.02287311773301989,0.006628003314001657,0.0,4918154,3.049924829519368,2.84659650755141,0.0
1986,FR,40.666666666666664,187.0,35.5,22026.37261904762,0.0620115636317428,0.08853118712273642,0.08289227895392279,56956002,0.714001426340751,3.2832360670259124,0.6232881303712294
1986,GB,305.25,46.25,189.26666666666665,23248.34945054945,0.4654679458669547,0.021896082376612617,0.44193648816936487,56681396,5.385364891154057,0.8159643774475844,3.3391320613674838
1986,GR,0.0,0.0,0.0,28.833333333333332,0.0,0.0,0.0,9967213,0.0,0.0,0.0
1986,HU,0.0,0.0,0.0,707.8357142857143,0.0,0.0,0.0,10630564,0.0,0.0,0.0
1986,IE,2.0,0.0,0.0,275.9761904761905,0.0030497490310693186,0.0,0.0,3539690,0.5650212306727426,0.0,0.0
1986,IS,0.0,0.0,0.0,9.0,0.0,0.0,0.0,243180,0.0,0.0,0.0
1986,IT,74.0,17.0,38.0,9315.171929039952,0.11284071414956479,0.008048289738430584,0.08872976338729764,56596155,1.3075093175499288,0.3003737621398485,0.6714237036067202
1986,LI,0.0,23.900000000000002,0.0,273.06666666666666,0.0,0.011314948514617116,0.0,27238,0.0,877.450620456715,0.0
1986,LU,0.0,10.0,0.0,301.9666666666667,0.0,0.004734288081429755,0.0,368355,0.0,27.14772434200703,0.0
