,date,J - Information et communication,"M - Activités spécialisées, scientifiques et techniques","B,C - Industrie",N - Activités de services administratifs et de soutien,K - Activités financières et d'assurance,P - Enseignement,G - Commerce,S - Autres services,"D,E - Electricité - Eau",L - Activités immobilières,H - Transports et entreposage,0 - Administration,F - Construction,I - Hébergement et restauration,Q - Santé humaine et action sociale,"R - Arts, spectacles et activités récréatives",A - Agriculture,nan
56,2023-09-01,0.2835365853658537,0.23170731707317074,0.09756097560975611,0.08658536585365854,0.06402439024390244,0.0676829268292683,0.05731707317073171,0.018902439024390247,0.014024390243902441,0.025609756097560978,0.014634146341463415,0.011585365853658536,0.015853658536585366,0.001829268292682927,0.007317073170731708,0.001829268292682927,0.0,0.0
57,2023-10-01,0.23865546218487396,0.2274509803921569,0.11484593837535013,0.0761904761904762,0.052100840336134456,0.10140056022408964,0.04425770308123249,0.05658263305322128,0.015126050420168067,0.022408963585434174,0.013445378151260505,0.015126050420168067,0.008403361344537815,0.0028011204481792717,0.008963585434173669,0.002240896358543417,0.0,0.0
58,2023-11-01,0.2276876267748479,0.22667342799188647,0.11612576064908725,0.06795131845841787,0.04918864097363085,0.1151115618661258,0.054259634888438144,0.05628803245436107,0.021298174442190676,0.0167342799188641,0.013184584178498989,0.01470588235294118,0.007099391480730226,0.004056795131845843,0.0065922920892494945,0.002535496957403652,0.0005070993914807303,0.0
59,2023-12-01,0.2172053231939164,0.21482889733840305,0.16302281368821295,0.07889733840304183,0.04325095057034221,0.09220532319391636,0.05038022813688214,0.0570342205323194,0.024714828897338403,0.015209125475285173,0.013783269961977186,0.012832699619771865,0.005703422053231939,0.0042775665399239545,0.003326996197718632,0.0023764258555133084,0.0009505703422053233,0.0
60,2024-01-01,0.21758994860079953,0.2187321530553969,0.17704169046259277,0.0879497430039977,0.04340376927470016,0.08623643632210165,0.056539120502569956,0.027984009137635633,0.026270702455739574,0.015419760137064533,0.01427755568246716,0.011422044545973729,0.007424328954882923,0.004568817818389491,0.001713306681896059,0.0022844089091947455,0.0011422044545973727,0.0
61,2024-02-01,0.19947506561679793,0.1968503937007874,0.2014435695538058,0.10104986876640422,0.042650918635170613,0.10826771653543309,0.043963254593175856,0.026902887139107615,0.01640419947506562,0.01771653543307087,0.013123359580052495,0.011811023622047246,0.007874015748031498,0.005249343832020997,0.003937007874015749,0.0026246719160104987,0.0006561679790026247,0.0
62,2024-03-01,0.18569254185692544,0.19330289193302896,0.20243531202435316,0.09665144596651448,0.03500761035007611,0.14231354642313548,0.04414003044140031,0.019786910197869104,0.011415525114155252,0.019786910197869104,0.014459665144596652,0.009132420091324202,0.009132420091324202,0.006849315068493151,0.005327245053272452,0.0030441400304414006,0.0015220700152207003,0.0
63,2024-04-01,0.17674062739097174,0.17827084927314465,0.21040550879877587,0.108645753634277,0.039020657995409345,0.14537107880642697,0.04208110175975517,0.01606732976281561,0.009181331293037493,0.017597551644988527,0.019127773527161444,0.009181331293037493,0.006885998469778119,0.007651109410864577,0.007651109410864577,0.0030604437643458305,0.0030604437643458305,0.0
64,2024-05-01,0.1775700934579439,0.1915887850467289,0.21028037383177564,0.11604361370716507,0.03971962616822429,0.12772585669781927,0.03193146417445482,0.018691588785046724,0.008566978193146415,0.017912772585669777,0.021806853582554513,0.010903426791277256,0.008566978193146415,0.0070093457943925215,0.006230529595015574,0.0023364485981308405,0.003115264797507787,0.0
65,2024-06-01,0.1779242174629325,0.2608456891817683,0.14003294892915982,0.09610104338275675,0.0384404173531027,0.17023613399231194,0.02361339923119166,0.017572762218561234,0.005491488193300385,0.017572762218561234,0.015925315760571115,0.014277869302581,0.009884678747940693,0.0043931905546403084,0.0049423393739703465,0.0016474464579901156,0.0010982976386600771,0.0
66,2024-07-01,0.18254603682946358,0.29503602882305846,0.11248999199359488,0.09247397918334668,0.04083266613290633,0.14971977582065654,0.022017614091273018,0.02522017614091273,0.01401120896717374,0.021617293835068056,0.011208967173738992,0.01601281024819856,0.007205764611689352,0.004403522818254604,0.0032025620496397116,0.0016012810248198558,0.00040032025620496394,0.0
67,2024-08-01,0.17317246273953152,0.28495386799148326,0.09723207948899926,0.08871540099361246,0.03974449964513839,0.19517388218594744,0.02590489709013484,0.02271114265436479,0.013484740951029094,0.019872249822569195,0.009936124911284597,0.013839602555003544,0.006032647267565648,0.0035486160397444986,0.0035486160397444986,0.0014194464158977995,0.0007097232079488997,0.0
68,2024-09-01,0.2089185393258427,0.27247191011235955,0.11235955056179775,0.08462078651685392,0.034410112359550556,0.1643258426966292,0.026685393258426966,0.026685393258426966,0.011587078651685392,0.016502808988764044,0.011235955056179775,0.011587078651685392,0.0049157303370786515,0.0031601123595505617,0.006671348314606741,0.0024578651685393258,0.0014044943820224719,0.0
69,2024-10-01,0.2119628339140535,0.22590011614401861,0.17276422764227647,0.08217189314750292,0.044134727061556335,0.14895470383275264,0.03745644599303136,0.01829268292682927,0.011033681765389084,0.008710801393728224,0.0116144018583043,0.008710801393728224,0.005516840882694542,0.001742160278745645,0.007259001161440188,0.0020325203252032527,0.001742160278745645,0.0
70,2024-11-01,0.21931908155186064,0.24755872261810505,0.202164159408815,0.0831353919239905,0.04381103193454738,0.094484032726313,0.033782000527843754,0.017154922143045658,0.014779625230931645,0.007389812615465822,0.009765109527579837,0.009237265769332276,0.005278437582475587,0.0026392187912377936,0.005806281340723146,0.0018474531538664556,0.0018474531538664556,0.0
71,2024-12-01,0.2009291521486643,0.24825783972125431,0.20267131242740993,0.08478513356562135,0.05749128919860626,0.08478513356562135,0.03658536585365853,0.01742160278745644,0.02119628339140534,0.010162601626016258,0.00900116144018583,0.00871080139372822,0.00667828106852497,0.002322880371660859,0.004065040650406504,0.002322880371660859,0.0026132404181184662,0.0
72,2025-01-01,0.23285548237117393,0.2716001549786904,0.15962805114296783,0.08485083301046105,0.06354126307632699,0.07361487795428127,0.02712127082526152,0.0185974428516079,0.020922123208058887,0.012785741960480431,0.006586594343277799,0.00929872142580395,0.00852382797365362,0.0023246803564509876,0.0023246803564509876,0.0027121270825261525,0.0027121270825261525,0.0
73,2025-02-01,0.23588039867109634,0.2591362126245847,0.1320598006644518,0.08388704318936875,0.07641196013289037,0.07848837209302324,0.02990033222591362,0.024086378737541523,0.02367109634551495,0.01661129568106312,0.007059800664451827,0.00830564784053156,0.009966777408637873,0.0037375415282392024,0.0029069767441860465,0.0033222591362126242,0.004568106312292358,0.0
74,2025-03-01,0.21920668058455114,0.23103688239387615,0.13848295059151008,0.0779401530967293,0.08629088378566459,0.08629088378566459,0.030271398747390398,0.021572720946416147,0.024356297842727904,0.011830201809324984,0.007306889352818371,0.047320807237299936,0.006263048016701462,0.003131524008350731,0.003479471120389701,0.0020876826722338203,0.003131524008350731,0.0
75,2025-04-01,0.21332076657241592,0.23499842915488528,0.14106189129751803,0.07100219918316052,0.08796732642161481,0.08765315739868047,0.02733270499528746,0.019478479421928995,0.023876845743009734,0.012566760917373545,0.008482563619227142,0.05215205780710021,0.0062833804586867725,0.0034558592522777247,0.005026704366949418,0.0015708451146716931,0.003770028275212063,0.0
76,2025-05-01,0.2255059428204305,0.22614840989399296,0.14230645679408932,0.06296177320912304,0.09315772566655961,0.08448442017346612,0.027626084163186643,0.01895277867009316,0.0192740122068744,0.0112431737873434,0.01060070671378092,0.06360424028268552,0.00449726951493736,0.0009637006103437201,0.0048185030517186,0.00128493414712496,0.00256986829424992,0.0
77,2025-06-01,0.2405696689761355,0.24441878367975364,0.13702848344880678,0.07659738260200154,0.08275596612779061,0.09199384141647422,0.022324865280985373,0.016936104695919937,0.01578137028483449,0.011547344110854504,0.010777521170130871,0.03502694380292533,0.003849114703618168,0.003079291762894534,0.003849114703618168,0.0011547344110854503,0.0023094688221709007,0.0
78,2025-07-01,0.2293967714528462,0.23831775700934577,0.13976210705182668,0.08751062022090059,0.07094307561597281,0.10407816482582838,0.023364485981308407,0.020815632965165674,0.014018691588785045,0.014868309260832623,0.013169073916737467,0.02676295666949872,0.0038232795242141033,0.004248088360237893,0.005097706032285471,0.002973661852166525,0.0008496176720475785,0.0
